tweet_id,tweet,class
25038682657,Pregnant... with power tools: Built-In Bookcase: A Box Extender ... http://surl.name/4tt0,1
22747350488,Oook..reality just set in that I'm almost 8months pregnant.can we say seat belt extender..sooo embarrassed..made hubby ask flight attendant,1
25038682657,Pregnant... with power tools: Built-In Bookcase: A Box Extender ... http://surl.name/4tt0,1
22747350488,Oook..reality just set in that I'm almost 8months pregnant.can we say seat belt extender..sooo embarrassed..made hubby ask flight attendant,1
5899722753,Moms Help! .....Have you ever tried a pant extender when pregnant?  r they comfortable & how well do they work?,1
4673070014,Client 'Amy's LR Extender' is currently watching 'Pregnant for 46 Years' SageAlert,1
5899722753,Moms Help! .....Have you ever tried a pant extender when pregnant?  r they comfortable & how well do they work?,1
4673070014,Client 'Amy's LR Extender' is currently watching 'Pregnant for 46 Years' SageAlert,1
3611597841,raisingboychick i am at the limit of the ergo's girth - when pregnant with 2 got an extender but new extender didn't fit my old ergo :(,1
3528284324,Maybe I could get one of those elastic pants-extender thingies that pregnant women wear and somehow attach it to the back of the dress.,1
3611597841,raisingboychick i am at the limit of the ergo's girth - when pregnant with 2 got an extender but new extender didn't fit my old ergo :(,1
3528284324,Maybe I could get one of those elastic pants-extender thingies that pregnant women wear and somehow attach it to the back of the dress.,1
402517035454038016,"If only I saw this last year while pregnant - winter jacket extender, I would have totally bought this!... http://fb.me/1TkVfgAul",1
356751356603801600,"SmallVictories 6 mon pregnant and I don't need a seatbelt extender! Also, still comfortable in an airplane seat! Travel UnitedAirlines",1
351801432246206464,jeremycowart let's invent a hat extender  and sell it on our website http://bigheads.com. Like the belly band for pregnant gals. gold,1
335111997379203072,That ponytail-holder-jean-button-extender solution is turning out to be pretty uncomfortable pic.twitter.com/qCdipicSdt,1
402517035454038016,"If only I saw this last year while pregnant - winter jacket extender, I would have totally bought this!... http://fb.me/1TkVfgAul",1
356751356603801600,"SmallVictories 6 mon pregnant and I don't need a seatbelt extender! Also, still comfortable in an airplane seat! Travel UnitedAirlines",1
351801432246206464,jeremycowart let's invent a hat extender  and sell it on our website http://bigheads.com. Like the belly band for pregnant gals. gold,1
335111997379203072,That ponytail-holder-jean-button-extender solution is turning out to be pretty uncomfortable pic.twitter.com/qCdipicSdt,1
959079127654559744,"Three clasps PLUS a bra extender to get you through your fave  vinyasas, both pregnant and postpartum! https://goo.gl/2g6t9Gpic.twitter.com/MWKTmgtP4E",1
946377847677079552,"Top 10 Pregnant Jeans Extender Products Comparison With Their Features & Photos

Product

Features

Photos

Fertile Mind - Belly Belt Combo, The Ultimate Maternity Wear Solution

COMPLETE MATERNITY WEAR SOLUTION: The Belly belt is the only solution that  http://ift.tt/2pPt1okpic.twitter.com/eYsuUehixv",1
945078914203840514,Pregnant and want to stay warm and cosy for winter? This is the best jacket extender ever! My girlfriend love it so much ! You can get yours here: https://goo.gl/RxddbC jacketextender pregnancy jacket WinterIsHere cosypic.twitter.com/LxV8zg1ZzZ,1
942509732178399233,"My daughter added fabric so the elf costume would fit our dog & Im reminded of wearing a bra extender while pregnant w/ her. I feel you, Lu",1
883055615618146304,"A triumphant day for me, didn't need a seatbelt extender for my 7 month pregnant beast belly at the airport.",1
959079127654559744,"Three clasps PLUS a bra extender to get you through your fave  vinyasas, both pregnant and postpartum! https://goo.gl/2g6t9Gpic.twitter.com/MWKTmgtP4E",1
946377847677079552,"Top 10 Pregnant Jeans Extender Products Comparison With Their Features & Photos

Product

Features

Photos

Fertile Mind - Belly Belt Combo, The Ultimate Maternity Wear Solution

COMPLETE MATERNITY WEAR SOLUTION: The Belly belt is the only solution that  http://ift.tt/2pPt1okpic.twitter.com/eYsuUehixv",1
945078914203840514,Pregnant and want to stay warm and cosy for winter? This is the best jacket extender ever! My girlfriend love it so much ! You can get yours here: https://goo.gl/RxddbC jacketextender pregnancy jacket WinterIsHere cosypic.twitter.com/LxV8zg1ZzZ,1
942509732178399233,"My daughter added fabric so the elf costume would fit our dog & Im reminded of wearing a bra extender while pregnant w/ her. I feel you, Lu",1
883055615618146304,"A triumphant day for me, didn't need a seatbelt extender for my 7 month pregnant beast belly at the airport.",1
448243966933487616,"Girl on plane: I need a seat belt extender. It hurts my feelings to have to ask for that 
Her Mom: At least you're pregnant and not just fat",1
437426455589302272,"AnaMardoll kingdomofwench IDK if this wd work for you, but my ribcage expanded a LOT when pregnant & I used a bra extender w/Target bras",1
411300020634136576,"""Im pregnant and [Aqueduck Faucet Extender] solved the problem of lugging her over the sink multiple times each day.""",1
448243966933487616,"Girl on plane: I need a seat belt extender. It hurts my feelings to have to ask for that 
Her Mom: At least you're pregnant and not just fat",1
437426455589302272,"AnaMardoll kingdomofwench IDK if this wd work for you, but my ribcage expanded a LOT when pregnant & I used a bra extender w/Target bras",1
411300020634136576,"""Im pregnant and [Aqueduck Faucet Extender] solved the problem of lugging her over the sink multiple times each day.""",1
125823622072905728,Chic Belly Belt Pant Extender  A Pregnant Womens Must Have SEE BELOW http://dlvr.it/r1D9C,1
