tweet_id,tweet,class
856002890057396224,"When I was pregnant w Jeremiah I would say ""usies"" because I felt rude saying selfies. ",1
856002890057396224,"When I was pregnant w Jeremiah I would say ""usies"" because I felt rude saying selfies. ",1
589039434642907136,Joints out here pregnant by whole other niggas not who they be on the gram taking usies with I really be out the loop,1
558709628922761216,Girl meets bae... Bae is everything... Girl puts usies of her and bae all over social media.. Girl gets pregnant... Eff bae..,1
529420544287195137,"ALL these PREGNANT bitches keep posting ""Selfies""Where the fuck the ""Usies"" plea Yall must fucked yall self  . BabyDaddy in hiding",1
514657207917748224,Or too many USies RT ColumbusGaBoi1: Or engaged MrConsistent706: If u on my IG timeline and u pregnant.. I'm unfollowing TF out ya ass,1
589039434642907136,Joints out here pregnant by whole other niggas not who they be on the gram taking usies with I really be out the loop,1
558709628922761216,Girl meets bae... Bae is everything... Girl puts usies of her and bae all over social media.. Girl gets pregnant... Eff bae..,1
529420544287195137,"ALL these PREGNANT bitches keep posting ""Selfies""Where the fuck the ""Usies"" plea Yall must fucked yall self  . BabyDaddy in hiding",1
514657207917748224,Or too many USies RT ColumbusGaBoi1: Or engaged MrConsistent706: If u on my IG timeline and u pregnant.. I'm unfollowing TF out ya ass,1
499432776018317314,"It's so sad when I see a girl's IG go from relationship ""usies"" to single pregnant ""selfies"". Yall gotta do better.",1
464467299429527552,Pregnant bitches on instagram taking pictures talmbout selfies... nawl bitch you taking usies!!!,1
434551753766608897,"""RoniqueWinter: This pregnant girl posted a pic of herself and the caption was ""USies"" "" pic.twitter.com/opcXMuyjoQ",1
434532908200505344,"This pregnant girl posted a pic of herself and the caption was ""USies"" ",1
431637320471556096,Can't wait to be like 6 months pregnant to take USies in the mirror of me & my growing child. ,1
499432776018317314,"It's so sad when I see a girl's IG go from relationship ""usies"" to single pregnant ""selfies"". Yall gotta do better.",1
464467299429527552,Pregnant bitches on instagram taking pictures talmbout selfies... nawl bitch you taking usies!!!,1
434551753766608897,"""RoniqueWinter: This pregnant girl posted a pic of herself and the caption was ""USies"" "" pic.twitter.com/opcXMuyjoQ",1
434532908200505344,"This pregnant girl posted a pic of herself and the caption was ""USies"" ",1
431637320471556096,Can't wait to be like 6 months pregnant to take USies in the mirror of me & my growing child. ,1
622131472091103233,My son was in my belly at csu graduation..at liberty i dont want to be pregnant again yet & I want to be holding my son so we can take usies,1
599796073339723776,When you pregnant & can't do anything & it's your birthday usies me&my daughter heytroigirl evictionnotepic.twitter.com/ZWFqfc4t5j,1
622131472091103233,My son was in my belly at csu graduation..at liberty i dont want to be pregnant again yet & I want to be holding my son so we can take usies,1
599796073339723776,When you pregnant & can't do anything & it's your birthday usies me&my daughter heytroigirl evictionnotepic.twitter.com/ZWFqfc4t5j,1
