tweet_id,tweet,class
528937482,When your tween's young idols get pregnant http://tinyurl.com/ypdrk7,1
526145562,What should you do when your tween's young idols get pregnant http://tinyurl.com/ytvgc4,1
528937482,When your tween's young idols get pregnant http://tinyurl.com/ypdrk7,1
526145562,What should you do when your tween's young idols get pregnant http://tinyurl.com/ytvgc4,1
3283871004,"It's Newman, a reality TV star is pregnant, find out who  6:35 & Win American Idols Live Tour Tix  9:05am! fb",1
3109086880,"WTF?! Idina Menzel, THE original Elphaba, is 8 mon pregnant?! How did I miss this??? CONGRATS to one of my idols!!!",1
2637900016,alexleavitt specifically are there any j-pop idols who got teen pregnant. hard mode: were there any j-pop idols who turned out to be dudes?,1
1922082308,Idols winner is pregnant http://tinyurl.com/oj9wmq,1
1832620702,MsLaurenLondon are you really pregnant? Cuz your one of my idols and if you are congrats!,1
1429272383,American Idols LaKisha Jones Is Pregnant http://tinyurl.com/conux8,1
1427470116,http://cliqz.com/entertainment/c/19878.html :  American Idols LaKisha Jones Is Pregnant,1
3283871004,"It's Newman, a reality TV star is pregnant, find out who  6:35 & Win American Idols Live Tour Tix  9:05am! fb",1
3109086880,"WTF?! Idina Menzel, THE original Elphaba, is 8 mon pregnant?! How did I miss this??? CONGRATS to one of my idols!!!",1
2637900016,alexleavitt specifically are there any j-pop idols who got teen pregnant. hard mode: were there any j-pop idols who turned out to be dudes?,1
1922082308,Idols winner is pregnant http://tinyurl.com/oj9wmq,1
1832620702,MsLaurenLondon are you really pregnant? Cuz your one of my idols and if you are congrats!,1
1429272383,American Idols LaKisha Jones Is Pregnant http://tinyurl.com/conux8,1
1427470116,http://cliqz.com/entertainment/c/19878.html :  American Idols LaKisha Jones Is Pregnant,1
15197419706,where people get the balls to reach out and touch their idols is beyond me...wish I had such courage..may be pregnant with gd's child if so.,1
15069394143,"OMG, tonange must be so happy today. She's got married and one of her idols is pregnant. =D",1
12610834350,16 and pregnant those girls are my IDOLS!! who doesnt love a baby slut,1
12132656447,Shower. Idols on. Then GLEE<3 then 16 and Pregnant is on(:,1
11434063921,Bobsuicide Fertility idols are NO JOKE! Everyone in this damn building is going to leave pregnant as hell!,1
11075672627,"RT wow_trees: Snooki, kate + 8, Octomom, Tila Tequila, & all the girls from 16 & pregnant.. are THESE the faces & idols of American women?",1
11075632644,"Snooki, kate plus 8, Octomom, Tila Tequila, & all the girls from 16 & pregnant...are THESE the faces & idols of American women?",1
11073507847,RT jensuki: Damn beyonce really is pregnant. I am so happy for her. <3 one of my biggest idols.,1
11066770442,Damn beyonce really is pregnant. I am so happy for her. <3 one of my biggest idols.,1
10932566337,"bglbayley lol, hi bb! tamyra gray from the first season of idol is pregnant! i was looking on ew.com where they gave updates on past idols",1
10114702176,I'm sooo pregnant.. I cry when I see the idols getting eliminated lol,1
9619307722,Media140 Sorry I didn't get to meet many of my Twit-idols today. But being 8 mths pregnant in that hot room .. ugh. Home to AC.,1
9389674459,i hope my cat gets pregnant soon. i'm gonna take 2 babies when i move and they're gonna be named after kpop idols,1
9217198646,Saw previews for tomorrows american idols. Saw ToriKelly crying. Guessing she doesn't make it? :( watching 16 & pregnant/ house hunters.,1
8480309572,Two former 'Idols' onstage.... Is Jennifer pregnant again?,1
6651706196,"Manic love : Possesive, Maniac lover, pregnant woman tend to be more possesive, too much love, fans to idols. Dang!",1
15197419706,where people get the balls to reach out and touch their idols is beyond me...wish I had such courage..may be pregnant with gd's child if so.,1
15069394143,"OMG, tonange must be so happy today. She's got married and one of her idols is pregnant. =D",1
12610834350,16 and pregnant those girls are my IDOLS!! who doesnt love a baby slut,1
12132656447,Shower. Idols on. Then GLEE<3 then 16 and Pregnant is on(:,1
11434063921,Bobsuicide Fertility idols are NO JOKE! Everyone in this damn building is going to leave pregnant as hell!,1
11075672627,"RT wow_trees: Snooki, kate + 8, Octomom, Tila Tequila, & all the girls from 16 & pregnant.. are THESE the faces & idols of American women?",1
11075632644,"Snooki, kate plus 8, Octomom, Tila Tequila, & all the girls from 16 & pregnant...are THESE the faces & idols of American women?",1
11073507847,RT jensuki: Damn beyonce really is pregnant. I am so happy for her. <3 one of my biggest idols.,1
11066770442,Damn beyonce really is pregnant. I am so happy for her. <3 one of my biggest idols.,1
10932566337,"bglbayley lol, hi bb! tamyra gray from the first season of idol is pregnant! i was looking on ew.com where they gave updates on past idols",1
10114702176,I'm sooo pregnant.. I cry when I see the idols getting eliminated lol,1
9619307722,Media140 Sorry I didn't get to meet many of my Twit-idols today. But being 8 mths pregnant in that hot room .. ugh. Home to AC.,1
9389674459,i hope my cat gets pregnant soon. i'm gonna take 2 babies when i move and they're gonna be named after kpop idols,1
9217198646,Saw previews for tomorrows american idols. Saw ToriKelly crying. Guessing she doesn't make it? :( watching 16 & pregnant/ house hunters.,1
8480309572,Two former 'Idols' onstage.... Is Jennifer pregnant again?,1
6651706196,"Manic love : Possesive, Maniac lover, pregnant woman tend to be more possesive, too much love, fans to idols. Dang!",1
34226742856122368,WHOA! Even more pregnant people from my old town. That place needs a bowling ally or something - so people can do more than just fuck.,1
30392651626848256,Krista_ih0lic I hope so. But you know how most korean/japanese idols or artists only announce getting married after they get pregnant?,1
29992129455464448,"sampepper what can i say pepper-pop... except that U AND GEORGE are my IDOLS!! lol i joke, but it was amazing really :P <3 the pregnant bit",1
28309756271661056,"""16 & Pregnant"" is the worst show on television. Hate it. How these TEENS have become idols to others is truly SICK. It needs to be stopped.",1
25303615816081408,Idols video Kevin James - Kevin James Confirms Wife Is Pregnant: 'The Dilemma' star Kevin James has confirmed hi... http://bit.ly/ii2GQ6,1
20353295604256768,Juno and Bleek have a weird but cute relationship. My idols besides the pregnant part.,1
19834659990933505,Idols video Natalie Portman - Black Swan Dominates Online Critics Nominations: Pregnant actress NATALIE PORTMAN ... http://bit.ly/fM4I6i,1
15173315031212032,abellonch -i'm pregnant. -i've never seen this girl before! xDD que dols.,1
6536658451177472,I have and always will love pink. She ROCKS. - One of my idols and Im fucking happy shes pregnant. Shell... http://tumblr.com/xuzr6nmkq,1
1440696099676160,lmao the girl on 16 and pregnant is wearing the season 8 idols live tour shirt.,1
