tweet_id,tweet,class
260742818073554945,"nic_daly82 they gave me asacol coz its the only safe 1 to take during pregnancy, but I didn't have any problems whilst being pregnant x",1
260742075040006146,"nic_daly82 think its azulfidine, I was on that before I got pregnant. Asacol whilst I was pregnant, an steroids now coz of my flare up x",1
260742818073554945,"nic_daly82 they gave me asacol coz its the only safe 1 to take during pregnancy, but I didn't have any problems whilst being pregnant x",1
260742075040006146,"nic_daly82 think its azulfidine, I was on that before I got pregnant. Asacol whilst I was pregnant, an steroids now coz of my flare up x",1
322523884060569600,Comment on Newly Diagnosed and Wanting to get Pregnant by LaNae: Were u on asacol for all ur http://goo.gl/fb/tszIm,1
322523884060569600,Comment on Newly Diagnosed and Wanting to get Pregnant by LaNae: Were u on asacol for all ur http://goo.gl/fb/tszIm,1
213720120680398848,DoctorChristian have ulcerative colitis and am 5 months pregnant. Will the asacol I take prevent me breastfeeding? Ta x,1
155489198370078720,RT ihaveuc2012Comment: A Typical UC Story with a Happ http://www.ihaveuc.com/a-typical-uc-story-with-a-happy-ending/ asacol moms pregnant Colitis News http://bit.ly/zehDbe,1
155485907066159104,Comment: A Typical UC Story with a Happ http://www.ihaveuc.com/a-typical-uc-story-with-a-happy-ending/ asacol moms pregnant Colitis News,1
213720120680398848,DoctorChristian have ulcerative colitis and am 5 months pregnant. Will the asacol I take prevent me breastfeeding? Ta x,1
155489198370078720,RT ihaveuc2012Comment: A Typical UC Story with a Happ http://www.ihaveuc.com/a-typical-uc-story-with-a-happy-ending/ asacol moms pregnant Colitis News http://bit.ly/zehDbe,1
155485907066159104,Comment: A Typical UC Story with a Happ http://www.ihaveuc.com/a-typical-uc-story-with-a-happy-ending/ asacol moms pregnant Colitis News,1
