tweet_id,tweet,class
921173333365764096,On everyone know i dont smoke two how could i do zans and be pregnant  not doing this with you you know where i stay  https://twitter.com/boneyyni/status/921173070768783360,1
921173333365764096,On everyone know i dont smoke two how could i do zans and be pregnant  not doing this with you you know where i stay  https://twitter.com/boneyyni/status/921173070768783360,1
58903120163508224,Lol lol! Guys too?? RT Zans_M: They all pregnant! RT Miss_Nolz: Why is everyone napping?,1
58900775484653569,They all pregnant! RT Miss_Nolz: Why is everyone napping?,1
58903120163508224,Lol lol! Guys too?? RT Zans_M: They all pregnant! RT Miss_Nolz: Why is everyone napping?,1
58900775484653569,They all pregnant! RT Miss_Nolz: Why is everyone napping?,1
206932215697915904,"if you pregnant and you snouting powder, popping mollys and zans you need to slap yaself",1
181872617928667136,TruePinkCouture only pregnant hoe due at 8 monhs and get prescribed Zans... How hoe?,1
180011175696809985,"""BossPlayaCashy: Oomf Need To name their Baby ZaMolly, Cause she  On the Zans & Molly. "" An these bitches pregnant wit it SmDh",1
144541617011965953,How u brag about being pregnant and popping zans???,1
206932215697915904,"if you pregnant and you snouting powder, popping mollys and zans you need to slap yaself",1
181872617928667136,TruePinkCouture only pregnant hoe due at 8 monhs and get prescribed Zans... How hoe?,1
180011175696809985,"""BossPlayaCashy: Oomf Need To name their Baby ZaMolly, Cause she  On the Zans & Molly. "" An these bitches pregnant wit it SmDh",1
144541617011965953,How u brag about being pregnant and popping zans???,1
393057788622274561,How tf do Lisa be on Zans while she pregnant ,1
369337820818599936,Dumb Ass Bitch Take Zans While You Pregnant Unfit !,1
367450683227635712,Those zans got him sleeping like a pregnant lady smh head won't even wake him up lol,1
393057788622274561,How tf do Lisa be on Zans while she pregnant ,1
369337820818599936,Dumb Ass Bitch Take Zans While You Pregnant Unfit !,1
367450683227635712,Those zans got him sleeping like a pregnant lady smh head won't even wake him up lol,1
664425333764943872,zans_mclovin lol it's not even that I'm just tired of being pregnant now I been pregnant damn near the whole year,1
639842760229548032,I'm convinced that all the ugly woman that is pregnant had sex with a nigga off the zans,1
636211092574851073,JSimpson_32 AutumnW__ lol or they pregnant off the Zans,1
609420923976962049,All this bullshit just makes me wanna go back to doing what I was doing before I got pregnant. Gettin all fucked up on zans & getting drunk.,1
603034132462043136,allforK_ no your an idiot taken zans while pregnant  calling dhr tomorrow,1
664425333764943872,zans_mclovin lol it's not even that I'm just tired of being pregnant now I been pregnant damn near the whole year,1
639842760229548032,I'm convinced that all the ugly woman that is pregnant had sex with a nigga off the zans,1
636211092574851073,JSimpson_32 AutumnW__ lol or they pregnant off the Zans,1
609420923976962049,All this bullshit just makes me wanna go back to doing what I was doing before I got pregnant. Gettin all fucked up on zans & getting drunk.,1
603034132462043136,allforK_ no your an idiot taken zans while pregnant  calling dhr tomorrow,1
1028833500953161729,If she pregnant i might start back poppin zans det fr.,1
1027595278143168514,"It's like
Right now
She took zans
Drunk a bottle of gin
She wants to die right now
No how
No way
Her mother brother
Raped her
Found out she was pregnant yesterday
And just yesterday
He was https://www.instagram.com/p/BmQ-FKDFRTG/?utm_source=ig_twitter_share&igshid=po2aotkq3jm0",1
1015974931941773312,"cults in longwood
- juul pheens 
- girls who bring in dunkin every morning
- super seniors
- spanish kids 
- zans parties
- LAP kids
- rednecks that only wear camo
- pregnant girls https://twitter.com/bellapasha28/status/1015710452960161793",1
1011696474827182080,"Lmaoo nice try pulling a knife on a pregnant girl and her bf, too bad the only person you stabbed was yourself in the leg all high on zans tryna put ur blade away, fuckin goofy hahahahahaha",1
991333587839606784,"You're 12 years old and look like Justin Bieber. Of course you'd never watched his competition. Go eat your Zans, listen to Lil Pump, and for the love of God don't get anyone pregnant.",1
976518351517376518,"This bitch Really on this live  Pregnant doing zans And going to say she Too Early in her pregnancy , Bitch it dont Matter YOUR PREGNANT smh poor baby",1
975783431815811072,Dont talk shit to me cause I smoke weed yo babymama popped zans while pregnant with yo baby,1
1028833500953161729,If she pregnant i might start back poppin zans det fr.,1
1027595278143168514,"It's like
Right now
She took zans
Drunk a bottle of gin
She wants to die right now
No how
No way
Her mother brother
Raped her
Found out she was pregnant yesterday
And just yesterday
He was https://www.instagram.com/p/BmQ-FKDFRTG/?utm_source=ig_twitter_share&igshid=po2aotkq3jm0",1
1015974931941773312,"cults in longwood
- juul pheens 
- girls who bring in dunkin every morning
- super seniors
- spanish kids 
- zans parties
- LAP kids
- rednecks that only wear camo
- pregnant girls https://twitter.com/bellapasha28/status/1015710452960161793",1
