tweet_id,tweet,class
142281216861802496,"Meningococcal vaccine is approved in high-risk children aged 923 months
Tdap is recommended in pregnant women after 20 weeks
HPV for boys",1
142281216861802496,"Meningococcal vaccine is approved in high-risk children aged 923 months
Tdap is recommended in pregnant women after 20 weeks
HPV for boys",1
497523553550360576,"Immunisation Q&A, 27 Aug 3 5pm. Updates on Pertussis vaccine for pregnant women and Meningococcal B vaccine. RSVP to eventsgmsbml.org.au",1
455047015227863041,"medicalaxioms on board exams, assume any college student is promiscuous, pregnant, or has meningococcal meningitis.",1
497523553550360576,"Immunisation Q&A, 27 Aug 3 5pm. Updates on Pertussis vaccine for pregnant women and Meningococcal B vaccine. RSVP to eventsgmsbml.org.au",1
455047015227863041,"medicalaxioms on board exams, assume any college student is promiscuous, pregnant, or has meningococcal meningitis.",1
350301090656436225,"""Meningococcal vaccine for pregnant women appears safe and without serious side effects"" http://bit.ly/17ECxLh",1
350274869470035968,Meningococcal vaccine for pregnant women appears safe & without serious side effects: http://bit.ly/12nv9zk,1
350301090656436225,"""Meningococcal vaccine for pregnant women appears safe and without serious side effects"" http://bit.ly/17ECxLh",1
350274869470035968,Meningococcal vaccine for pregnant women appears safe & without serious side effects: http://bit.ly/12nv9zk,1
911766216162897920,"P2- "" it is still contained in adult shots given to pregnant women and adolescents, including flu, meningococcal and tetanus shots. """,1
907065069615190016,Salam drafidahyusof . is it allowed to take meningococcal vaccine to a pregnant mom? We have paid for the umrah,1
911766216162897920,"P2- "" it is still contained in adult shots given to pregnant women and adolescents, including flu, meningococcal and tetanus shots. """,1
907065069615190016,Salam drafidahyusof . is it allowed to take meningococcal vaccine to a pregnant mom? We have paid for the umrah,1
750605536819748868,Pregnant woman who had contracted meningococcal dies within hours of being turned away from Tumut hospital: http://bit.ly/29m5lxx,1
750605536819748868,Pregnant woman who had contracted meningococcal dies within hours of being turned away from Tumut hospital: http://bit.ly/29m5lxx,1
84355652247502848,RT ThePHF: CDC recommends pertussis vaccine for pregnant women/meningococcal vaccine for at-risk infants. The (cont) http://tl.gd/bb1a7r,1
83883514533134336,CDC recommends pertussis vaccine for pregnant women/meningococcal vaccine for at-risk infants. The Pink Book has updates on these diseases.,1
84355652247502848,RT ThePHF: CDC recommends pertussis vaccine for pregnant women/meningococcal vaccine for at-risk infants. The (cont) http://tl.gd/bb1a7r,1
83883514533134336,CDC recommends pertussis vaccine for pregnant women/meningococcal vaccine for at-risk infants. The Pink Book has updates on these diseases.,1
278408845397733376,Women who smoke when pregnant can triple the chances of their child succumbing to invasive meningococcal disease... http://fb.me/vyq2aPoN,1
278103586200764416,NEWS! tff4kids Women who smoke while pregnant can triple the chances of their child contracting meningococcal disease http://bit.ly/122i91h,1
263436422265057280,"ACIP recommends HibMenCY for infants at risk for meningococcal disease, Tdap for all pregnant women. http://ow.ly/eTzcD",1
278408845397733376,Women who smoke when pregnant can triple the chances of their child succumbing to invasive meningococcal disease... http://fb.me/vyq2aPoN,1
278103586200764416,NEWS! tff4kids Women who smoke while pregnant can triple the chances of their child contracting meningococcal disease http://bit.ly/122i91h,1
263436422265057280,"ACIP recommends HibMenCY for infants at risk for meningococcal disease, Tdap for all pregnant women. http://ow.ly/eTzcD",1
1219782749919182848,"For some reason, I dont know why some pregnant women would risk travelling to SA without even taking meningococcal vaccine. You all are one kind of berani mati people, ya.",1
1219575072165220352,I tak support dia but kalau x silap pregnant women dpt exemption from meningococcal shots before umrah.,1
1216753086733148161,"Complete our Key questions on vaccination module:
The meningococcal vaccine
Who should not receive live vaccinations 
Issues to consider in travel vaccinations for pregnant women
Changes to the national immunisation schedule to expect
https://bit.ly/39Vwtkfpic.twitter.com/rmTvrpLwbE",1
1212716902587518977,"Wrong. Thimerosol continues to be used including some given to infants and pregnant womenthe flu, tetanus toxoid, and meningococcal vaccines. Thimerosol is a compound containing mercury.",1
1195404749270638594,maybe it's bc i got you pregnant two years ago so that you could avoid having to get the Meningococcal Meningitis vaccine,1
1195320655324934154,"Thimerosal is also in our Hep B, Pentavalent & DPT vaccines. Plus in TD given to pregnant women and in meningococcal vaccines.",1
1193400313455054848,"Pregnant is ?  Do you know what that does to an unborn child ?
Do you know how many children die every year from meningococcal meningitis? 
It may be your right to not vaccinate your kid, but its not your right to put everyone else at risk.",1
1155719702309560320,"Nurses, AMO or Doctors. Mind if i ask? 
Do pregnant mothers are allowed to receive Meningococcal & pneumococcal Vaccination? 
Thank You in advance.",1
1219782749919182848,"For some reason, I dont know why some pregnant women would risk travelling to SA without even taking meningococcal vaccine. You all are one kind of berani mati people, ya.",1
1219575072165220352,I tak support dia but kalau x silap pregnant women dpt exemption from meningococcal shots before umrah.,1
1216753086733148161,"Complete our Key questions on vaccination module:
The meningococcal vaccine
Who should not receive live vaccinations 
Issues to consider in travel vaccinations for pregnant women
Changes to the national immunisation schedule to expect
https://bit.ly/39Vwtkfpic.twitter.com/rmTvrpLwbE",1
1212716902587518977,"Wrong. Thimerosol continues to be used including some given to infants and pregnant womenthe flu, tetanus toxoid, and meningococcal vaccines. Thimerosol is a compound containing mercury.",1
1195404749270638594,maybe it's bc i got you pregnant two years ago so that you could avoid having to get the Meningococcal Meningitis vaccine,1
1195320655324934154,"Thimerosal is also in our Hep B, Pentavalent & DPT vaccines. Plus in TD given to pregnant women and in meningococcal vaccines.",1
