tweet_id,tweet,class
4091954364,pregnant?  protect your perineum ladies!  Reduce the likelihood of tearing or needing an episiotomy with EPI-NO,1
2906116490,New blog post: 32 Ks Pregnant & Would Like To Avoid C-section & Episiotomy? http://bit.ly/EeZCr,1
1935707710,Hmm. RT: CourtneyMcBean Revolutionary device is saving pregnant women from tearing and episiotomy http://bit.ly/fHykU Any thoughts?,1
1935442154,Revolutionary device is saving pregnant women from tearing and episiotomy http://bit.ly/fHykU  Any thoughts?,1
1754132634,A word that a first time pregnant woman does not want to hear: episiotomy!,1
4091954364,pregnant?  protect your perineum ladies!  Reduce the likelihood of tearing or needing an episiotomy with EPI-NO,1
2906116490,New blog post: 32 Ks Pregnant & Would Like To Avoid C-section & Episiotomy? http://bit.ly/EeZCr,1
1935707710,Hmm. RT: CourtneyMcBean Revolutionary device is saving pregnant women from tearing and episiotomy http://bit.ly/fHykU Any thoughts?,1
1935442154,Revolutionary device is saving pregnant women from tearing and episiotomy http://bit.ly/fHykU  Any thoughts?,1
1754132634,A word that a first time pregnant woman does not want to hear: episiotomy!,1
12750616310,"but i did have to get an episiotomy. I'm watching ""16 & Pregnant."" Click here to join. http://soc.li/aHT4Nda",1
11823923299,Avoid an Episiotomy pregnant http://bit.ly/bPb0Qa,1
11709392971,What is an Episiotomy and how to avoid one pregnant http://bit.ly/bPb0Qa,1
11709392856,What is an Episiotomy and how to avoid one pregnant http://bit.ly/bPb0Qa,1
11328005423,dcorsetto In regards to pregnant ladies' bottoms: if someone tells you to look up episiotomy DON'T.,1
10366913025,Pregnancy news & art-  Episiotomy http://url4.eu/1lH5D,1
10331962000,and THAT'S why i won't get pregnant.  RT QuinnFabrayGlee I just found out what an episiotomy is and screamed for five minutes.,1
8913185014,Episiotomy: The expected pain of labor is enough to make a pregnant woman cringe. Now add on the possibility of ge... http://bit.ly/bRhQU6,1
7928102072,"Bradley. Lemaze, C Sections, epidurals. episiotomy, Midwives, Dulas, MDs, Birth Centers. Janel is not even pregnant. I want drugs!",1
12750616310,"but i did have to get an episiotomy. I'm watching ""16 & Pregnant."" Click here to join. http://soc.li/aHT4Nda",1
11823923299,Avoid an Episiotomy pregnant http://bit.ly/bPb0Qa,1
11709392971,What is an Episiotomy and how to avoid one pregnant http://bit.ly/bPb0Qa,1
11709392856,What is an Episiotomy and how to avoid one pregnant http://bit.ly/bPb0Qa,1
11328005423,dcorsetto In regards to pregnant ladies' bottoms: if someone tells you to look up episiotomy DON'T.,1
10366913025,Pregnancy news & art-  Episiotomy http://url4.eu/1lH5D,1
10331962000,and THAT'S why i won't get pregnant.  RT QuinnFabrayGlee I just found out what an episiotomy is and screamed for five minutes.,1
8913185014,Episiotomy: The expected pain of labor is enough to make a pregnant woman cringe. Now add on the possibility of ge... http://bit.ly/bRhQU6,1
7928102072,"Bradley. Lemaze, C Sections, epidurals. episiotomy, Midwives, Dulas, MDs, Birth Centers. Janel is not even pregnant. I want drugs!",1
121739979276824576,"If Jessica Simpson is pregnant & keeps eating the same way throughout her pregnancy, forget episiotomy, she's going to need the Jaws of Life",1
101035133020278784,Watching the sex education show and cringing at the fact when you're pregnant you may have to have an episiotomy. No fucking way!,1
91585651245453312,What is the relationship between episiotomy and future sexual problems? Over 34% of women pregnant with their... http://fb.me/yHPrpqfW,1
88677984759848963,Thank this doc for the episiotomy you wont have http://bit.ly/qbLz9O KB: Pregnant? Know some1 who is? READ this NOW. pregnancy health,1
66194096204685312,"a pregnant woman should never have the word Episiotomy explained to her as an +option+ rather a necessity, pampers are fucking WEIRD!",1
66132656009654272,"firecatkitty When I was a 19 I attended pre-natal classes with my 18-yr old pregnant fried. Episiotomy day was a, um, memorable one. ouch",1
65637739156082688,when i get pregnant and go into labor ima pray that i wont need an episiotomy.,1
37570471180369920,Tonya Harding is pregnant http://bit.ly/gumV2L obstetrician plans to break skater's knee following episiotomy...,1
121739979276824576,"If Jessica Simpson is pregnant & keeps eating the same way throughout her pregnancy, forget episiotomy, she's going to need the Jaws of Life",1
101035133020278784,Watching the sex education show and cringing at the fact when you're pregnant you may have to have an episiotomy. No fucking way!,1
91585651245453312,What is the relationship between episiotomy and future sexual problems? Over 34% of women pregnant with their... http://fb.me/yHPrpqfW,1
88677984759848963,Thank this doc for the episiotomy you wont have http://bit.ly/qbLz9O KB: Pregnant? Know some1 who is? READ this NOW. pregnancy health,1
66194096204685312,"a pregnant woman should never have the word Episiotomy explained to her as an +option+ rather a necessity, pampers are fucking WEIRD!",1
66132656009654272,"firecatkitty When I was a 19 I attended pre-natal classes with my 18-yr old pregnant fried. Episiotomy day was a, um, memorable one. ouch",1
65637739156082688,when i get pregnant and go into labor ima pray that i wont need an episiotomy.,1
37570471180369920,Tonya Harding is pregnant http://bit.ly/gumV2L obstetrician plans to break skater's knee following episiotomy...,1
217298050903851008,Explaining an episiotomy to a pregnant woman at work is well worth the reaction. GoochSnipping,1
207571115793588225,"virginiamacari thanks for ur description of an episiotomy, almost 40wks pregnant. Aaarrrrrggghhhhh!!!",1
207291831820632064,"I'm pregnant, and super scared of the episiotomy during childbirth. Does it hurt really bad? Is it better to get...  http://bit.ly/aVsrSf",1
206542986501296129,"RT acognews: ACOG recommends against routine episiotomy, as most pregnant women will not need one to assist with delivery. ACOGfact",1
205703048717271042,"Yes, yes! acognews: ACOG recommends against routine episiotomy, as most pregnant women will not need one to assist with delivery. ACOGfact",1
202816198981861376,"ACOG recommends against routine episiotomy, as most pregnant women will not need one to assist with delivery. ACOGfact / alexbahsas",1
202809567212601344,"ACOG recommends against routine episiotomy, as most pregnant women will not need one to assist with delivery. ACOGfact",1
199341887214198784,I am pregnant with my second child (8weeks). I had my 1st almost 4 yrs ago and had a 2 nd degree episiotomy...fo...  http://bit.ly/aVsrSf,1
197784185014988800,Just saw a birth video on YouTube where they did an episiotomy...makes me want to get a c-section when I get pregnant......lol BLEH ,1
173474136302166016,Dear Pregnant Mamas: The need for an episiotomy is less than 1% - so ask your provider for his or her stat. pregnancy childbirth,1
154345988046327808,A pregnant girl on FB got mad at me for telling her that they don't always do an episiotomy b/c sometimes it tears by itself.,1
152592847156158465,I need 2 see a C section cut or episiotomy stitches 2 believe Beyonce was really pregnant!,1
147770118200504320,Dawn Gets a Baby on Really tonight! Watched it when I was pregnant & Dawn's face for the episiotomy part terrified me! ;) xx hotpatooties,1
147618700395167744,"For Me , iWas pregnant for 40 weeks & 3days ! Went thru 12 hours Of labor & Slightly w/o an Epidural ! AND I had Natural birth w/ episiotomy",1
140911907950428161,_BabeRuthless_ I would need to see the stitches from her episiotomy to believe Beyonce is pregnant. Sorry.,1
217298050903851008,Explaining an episiotomy to a pregnant woman at work is well worth the reaction. GoochSnipping,1
