tweet_id,tweet,class
731151972389117954,"""Ammonium has a pregnancy risk""
""Are you pregnant""
""No""
""Then don't worry about it""",1
714804101339545600,"Ammonium Carbonicum 200C, from Paramesh Banerji Life Sciences LLC: Nose block, sneezing. Warnings. If pregnant... http://bit.ly/1V0Ais2",1
731151972389117954,"""Ammonium has a pregnancy risk""
""Are you pregnant""
""No""
""Then don't worry about it""",1
714804101339545600,"Ammonium Carbonicum 200C, from Paramesh Banerji Life Sciences LLC: Nose block, sneezing. Warnings. If pregnant... http://bit.ly/1V0Ais2",1
983604396817862657,"Ammonium Phosphoricum, from Boiron: 

Joint pain in the hands*. Stop use and ask a doctor if symptoms persist for more than 3 days or worsen. If pregnant or breast-feeding ask a health professional before use. Keep out of reach

http://bit.ly/2v04ZcZpic.twitter.com/vtPV0zHRWX",1
983604396817862657,"Ammonium Phosphoricum, from Boiron: 

Joint pain in the hands*. Stop use and ask a doctor if symptoms persist for more than 3 days or worsen. If pregnant or breast-feeding ask a health professional before use. Keep out of reach

http://bit.ly/2v04ZcZpic.twitter.com/vtPV0zHRWX",1
310249375320383489,Ammonium carbonate rehab programs are genuine pregnant for interest in hop in normalcy: .TPS http://bit.ly/10k3AUt,1
292106311062142977,"I googled the formula for ammonium, but under the formula it also said Pregnancy Risk Class C. I guess ammonia can get you pregnant now um",1
310249375320383489,Ammonium carbonate rehab programs are genuine pregnant for interest in hop in normalcy: .TPS http://bit.ly/10k3AUt,1
292106311062142977,"I googled the formula for ammonium, but under the formula it also said Pregnancy Risk Class C. I guess ammonia can get you pregnant now um",1
379176701567463424,"SundayBrunchC4 smelling salts made up of ammonium carbonate, also used for pregnant woman, boxers, ice hockey players!",1
379176701567463424,"SundayBrunchC4 smelling salts made up of ammonium carbonate, also used for pregnant woman, boxers, ice hockey players!",1
1135089355314405376,Ammonium Sulfate Is Highly Dangerous to PregnantWomen https://www.healththoroughfare.com/womens-health/ammonium-sulfate-is-highly-dangerous-to-pregnant-women/16776pic.twitter.com/Qv9eOfnEC5,1
1133811868181487616,Texas A&M study results show a large impact on female pregnant mice from ammonium sulfate. UofLEnvirome CBrown_502 TNCChandler Tedsmithphd ULHSCRO uoflsuperfund LouDiabObese https://phys.org/news/2019-05-severe-air-pollution-birth-defects.htmlpic.twitter.com/4QvuVLhaUM,1
1133708623459172358,"People typically believe that ammonium sulfate may not be terribly toxic, but our results show large impacts on female pregnant rats.

Read about the study here - http://bit.ly/2XlRgXipic.twitter.com/Vq85K2CBZk",1
1135089355314405376,Ammonium Sulfate Is Highly Dangerous to PregnantWomen https://www.healththoroughfare.com/womens-health/ammonium-sulfate-is-highly-dangerous-to-pregnant-women/16776pic.twitter.com/Qv9eOfnEC5,1
1133811868181487616,Texas A&M study results show a large impact on female pregnant mice from ammonium sulfate. UofLEnvirome CBrown_502 TNCChandler Tedsmithphd ULHSCRO uoflsuperfund LouDiabObese https://phys.org/news/2019-05-severe-air-pollution-birth-defects.htmlpic.twitter.com/4QvuVLhaUM,1
1133708623459172358,"People typically believe that ammonium sulfate may not be terribly toxic, but our results show large impacts on female pregnant rats.

Read about the study here - http://bit.ly/2XlRgXipic.twitter.com/Vq85K2CBZk",1
451639981241425920,"HairLoss Hair Can I Buy Ammonium Lactate pregnant Online  , Medication Called Houston Ammonium Lactate Ulcer... http://bit.ly/1jDSNjh",1
451639981241425920,"HairLoss Hair Can I Buy Ammonium Lactate pregnant Online  , Medication Called Houston Ammonium Lactate Ulcer... http://bit.ly/1jDSNjh",1
