tweet_id,tweet,class
4063287044,Wtchn Barnyard wit da lil man. We got znax applez wit penut butter cheetos wit cottage cheese an gingerale yez these r my pregnant znax lol,1
3422726350,is watching Monk and BrandNEWType is pregnant for having to go get chocolate and Gingerale,1
4063287044,Wtchn Barnyard wit da lil man. We got znax applez wit penut butter cheetos wit cottage cheese an gingerale yez these r my pregnant znax lol,1
3422726350,is watching Monk and BrandNEWType is pregnant for having to go get chocolate and Gingerale,1
783848823,"bluesleepy So did it work? Poor thing! Gingerale was my friend when I was pregnant. *HUGS* Hope Grace kept her bug to herself, the sweetie.",1
783848823,"bluesleepy So did it work? Poor thing! Gingerale was my friend when I was pregnant. *HUGS* Hope Grace kept her bug to herself, the sweetie.",1
928342919983108096,"So nauseous this morning that it took all I could to keep Gingerale down, woke up this afternoon a ravenous pregnant lady",1
925659293881372672,We ate all our candy too. We got one truck or treater. I gave mom & dad a can of gingerale too so I can say we had 3. Mom was pregnantFour,1
913779667324342273,"Stop by my office today to see my impression of a pregnant woman:  I've got the tummy, now I have the flat gingerale and saltines, too. UGH",1
880505604640575488,i told my coworker i was nauseous &she told me to drink gingerale &i wanted to make a joke &say i was pregnant but she would take it too far,1
878043370391601152,When everyone takes shots because your pregnant and you have to do a shot of gingerale lmfao,1
928342919983108096,"So nauseous this morning that it took all I could to keep Gingerale down, woke up this afternoon a ravenous pregnant lady",1
925659293881372672,We ate all our candy too. We got one truck or treater. I gave mom & dad a can of gingerale too so I can say we had 3. Mom was pregnantFour,1
913779667324342273,"Stop by my office today to see my impression of a pregnant woman:  I've got the tummy, now I have the flat gingerale and saltines, too. UGH",1
880505604640575488,i told my coworker i was nauseous &she told me to drink gingerale &i wanted to make a joke &say i was pregnant but she would take it too far,1
878043370391601152,When everyone takes shots because your pregnant and you have to do a shot of gingerale lmfao,1
863139749770514433,"along the same lines, waitress tried to make me s/diet coke/gingerale b/c pregnant. i'm sorry, but that's not your job. or your business.",1
833462957598244869,Gingerale while being pregnant is like the best thing ever!!!,1
819374584055074816,me too!!! I turned 21 at 6 months pregnant! Gingerale it was! Lol,1
793635906771152896,"I think pregnant women definitely also, I love Psych it really makes you think",1
792194237207044096,I'm wearing mine 8months pregnant so hopefully it looks right on me ,1
791268043909279744,how tf can people not spell pregnant,1
784101016031551488,"I love that when ReedEstill has a tummy ache, I treat him like a pregnant lady. gingerale crackers tums",1
863139749770514433,"along the same lines, waitress tried to make me s/diet coke/gingerale b/c pregnant. i'm sorry, but that's not your job. or your business.",1
833462957598244869,Gingerale while being pregnant is like the best thing ever!!!,1
819374584055074816,me too!!! I turned 21 at 6 months pregnant! Gingerale it was! Lol,1
793635906771152896,"I think pregnant women definitely also, I love Psych it really makes you think",1
792194237207044096,I'm wearing mine 8months pregnant so hopefully it looks right on me ,1
791268043909279744,how tf can people not spell pregnant,1
784101016031551488,"I love that when ReedEstill has a tummy ache, I treat him like a pregnant lady. gingerale crackers tums",1
665145539743322112,throwing up is the worst & takes eveything out of me. hoping this gingerale and Powerade save me..and no I'm not pregnant ,1
655862203837476864,"Sudden thoughts while pregnant: ""OMG when was the last time I had a gin and gingerale?!"" //very sad face//",1
634412047577563136,Keri_Renee16 you are such a wonderful sister. i had stomach flu when pregnant with your dad.  try gingerale in small sips.ihavechicknodsoup,1
634049998406164480,aimatamia maaan whaat ?! This pregnant shit fuckin wit me  but alright and bring me one of your gingerale im nauseous,1
630749371164921856,"Duane Reade lady definitely thought I was pregnant, buying gingerale & saltines this morning. CAN BE SICK FOR OTHER REASONS woewoewoemyboat",1
609216836475973633,__GingerAle Hunter_x33 damnnn just called all 25 girls pregnant at WHS slooots ,1
665145539743322112,throwing up is the worst & takes eveything out of me. hoping this gingerale and Powerade save me..and no I'm not pregnant ,1
655862203837476864,"Sudden thoughts while pregnant: ""OMG when was the last time I had a gin and gingerale?!"" //very sad face//",1
634412047577563136,Keri_Renee16 you are such a wonderful sister. i had stomach flu when pregnant with your dad.  try gingerale in small sips.ihavechicknodsoup,1
634049998406164480,aimatamia maaan whaat ?! This pregnant shit fuckin wit me  but alright and bring me one of your gingerale im nauseous,1
630749371164921856,"Duane Reade lady definitely thought I was pregnant, buying gingerale & saltines this morning. CAN BE SICK FOR OTHER REASONS woewoewoemyboat",1
609216836475973633,__GingerAle Hunter_x33 damnnn just called all 25 girls pregnant at WHS slooots ,1
768443732534452224,can't forget the severe bloating that makes you look pregnant anyway ,1
766735322185076736,Alexis offers Sam gingerale. Sam says that's not gonna do the trick. Alexis guesses Sam's pregnant.  JaSam GHpic.twitter.com/fGlrV13rhL,1
756881621635125248,Kudos to RogersCentre BlueJays Usher Kyle Sec 232 went out of his way to find gingerale for this pregnant Jays fan nocaffineforbaby,1
756129821596364802,"So sick of this morning sickness also for all you pregnant tweeters SecretPregnant gingerale does not feel good coming back, oh it burns ",1
721539598099177473,londoncalling_2  I drank gingerale when I was pregnant! And apricot nectar helps,1
689320483368636416,"""Hey Javier who's pregnant?""

""Miss Katylin""

revengeofthebridesmaids",1
768443732534452224,can't forget the severe bloating that makes you look pregnant anyway ,1
766735322185076736,Alexis offers Sam gingerale. Sam says that's not gonna do the trick. Alexis guesses Sam's pregnant.  JaSam GHpic.twitter.com/fGlrV13rhL,1
756881621635125248,Kudos to RogersCentre BlueJays Usher Kyle Sec 232 went out of his way to find gingerale for this pregnant Jays fan nocaffineforbaby,1
756129821596364802,"So sick of this morning sickness also for all you pregnant tweeters SecretPregnant gingerale does not feel good coming back, oh it burns ",1
721539598099177473,londoncalling_2  I drank gingerale when I was pregnant! And apricot nectar helps,1
