tweet_id,tweet,class
743386506526490628,I freaked out a friends girlfriend who is pregnant. I told her that her breasts were busy making cannabinoids so... http://fb.me/1fTdTRXi2,1
743386506526490628,I freaked out a friends girlfriend who is pregnant. I told her that her breasts were busy making cannabinoids so... http://fb.me/1fTdTRXi2,1
200083184078163968,& that pregnant bitches pass the cannabinoids through breast milk to give the baby munchies to help it learn to eat lol,1
200083184078163968,& that pregnant bitches pass the cannabinoids through breast milk to give the baby munchies to help it learn to eat lol,1
480083218691936256,"TabCatty No, in fact, breast milk has natural cannabinoids in it. They are doing studies in Jamaica with pregnant & nursing mothers",1
447373840528969728,"UberFacts: The same cannabinoids found in marijuana, are also found in human breast milk. where my pregnant bitches at?!",1
480083218691936256,"TabCatty No, in fact, breast milk has natural cannabinoids in it. They are doing studies in Jamaica with pregnant & nursing mothers",1
447373840528969728,"UberFacts: The same cannabinoids found in marijuana, are also found in human breast milk. where my pregnant bitches at?!",1
819182073986617344,"Pregnant women & those considering becoming pregnant should avoid marijuana, other cannabinoids http://ja.ma/2i0MRHk",1
813686093430353920,"RT JAMA_current Pregnant women & those considering becoming pregnant should avoid marijuana, other cannabinoids
http://ow.ly/ckQ0307i96A",1
811150827410833408,Pregnant women & those considering becoming pregnant should avoid using marijuana/ cannabis or other cannabinoids JAMA_current,1
810967949184008196,"Pregnant women & those considering becoming pregnant should avoid marijuana, other cannabinoids http://ja.ma/2gtWmhp",1
819182073986617344,"Pregnant women & those considering becoming pregnant should avoid marijuana, other cannabinoids http://ja.ma/2i0MRHk",1
813686093430353920,"RT JAMA_current Pregnant women & those considering becoming pregnant should avoid marijuana, other cannabinoids
http://ow.ly/ckQ0307i96A",1
811150827410833408,Pregnant women & those considering becoming pregnant should avoid using marijuana/ cannabis or other cannabinoids JAMA_current,1
810967949184008196,"Pregnant women & those considering becoming pregnant should avoid marijuana, other cannabinoids http://ja.ma/2gtWmhp",1
10033962386722816,Cannabinoids Kill Cancer--Our Government Knew for 36 Yrs http://www.gsalternative.com/2010/05/cannabinoids-kill-cancer/ (But not for pregnant women; it also inhibits fetal formation),1
10033962386722816,Cannabinoids Kill Cancer--Our Government Knew for 36 Yrs http://www.gsalternative.com/2010/05/cannabinoids-kill-cancer/ (But not for pregnant women; it also inhibits fetal formation),1
246743054361456640,"""When I'm pregnant I'm going to drink my own breastmilk"" - daniquotez cannabinoids",1
227364967966466048,Since cannabinoids are found in human breast milk I wonder if they will start arresting pregnant mothers for possession?,1
226802736186937345,Or maybe pregnant chicks get high RT WhatTheFFacts: Human breast milk naturally contains many of the same cannabinoids found in marijuana,1
246743054361456640,"""When I'm pregnant I'm going to drink my own breastmilk"" - daniquotez cannabinoids",1
227364967966466048,Since cannabinoids are found in human breast milk I wonder if they will start arresting pregnant mothers for possession?,1
226802736186937345,Or maybe pregnant chicks get high RT WhatTheFFacts: Human breast milk naturally contains many of the same cannabinoids found in marijuana,1
