tweet_id,tweet,class
931397913497944064,Lets go to japan when Im pregnant for 7/8 months hxjsbdjsnd https://twitter.com/itsfoodporn/status/931396496678899712,1
931397913497944064,Lets go to japan when Im pregnant for 7/8 months hxjsbdjsnd https://twitter.com/itsfoodporn/status/931396496678899712,1
53720053530628096,gtdaguitarman: God save me!! My GF is pregnant!!! Who know the best drug that I can use to flush it :'(//hydrochloric acid.,1
53720053530628096,gtdaguitarman: God save me!! My GF is pregnant!!! Who know the best drug that I can use to flush it :'(//hydrochloric acid.,1
865300807,FOX NEWS WORLD: Hydrochloric Acid Poured on Pregnant Australian Teen: A bottle of hy.. http://tinyurl.com/5g8roq,1
865277854,WORLD: Hydrochloric Acid Poured on Pregnant Australian Teen http://tinyurl.com/6optrr,1
864917404,Acid poured on pregnant teenager: A BOTTLE of hydrochloric acid was stolen from the back of a pool su.. http://tinyurl.com/63he2x,1
864827232,Acid thrown at pregnant teen and partner: A pregnant teenager and her partner have had hydrochloric acid .. http://tinyurl.com/6mq3xh,1
865300807,FOX NEWS WORLD: Hydrochloric Acid Poured on Pregnant Australian Teen: A bottle of hy.. http://tinyurl.com/5g8roq,1
865277854,WORLD: Hydrochloric Acid Poured on Pregnant Australian Teen http://tinyurl.com/6optrr,1
864917404,Acid poured on pregnant teenager: A BOTTLE of hydrochloric acid was stolen from the back of a pool su.. http://tinyurl.com/63he2x,1
864827232,Acid thrown at pregnant teen and partner: A pregnant teenager and her partner have had hydrochloric acid .. http://tinyurl.com/6mq3xh,1
1145252767163998208,a girl in i used to know who almost drank hydrochloric acid in chem is now pregnant and engaged???,1
1075224443545243649,"mdpiminerals Counter-Current Leaching of Low-Grade Laterites with Hydrochloric Acid and Proposed Purification Options of Pregnant Solution
: https://www.mdpi.com/2075-163X/8/12/599
The 5th paper from Special Issue ""Recent Advances in Hydro- and Biohydrometallurgy""
: https://www.mdpi.com/journal/minerals/special_issues/Hydro_Biohydrometallurgypic.twitter.com/PGX1Lxb4v8",1
1145252767163998208,a girl in i used to know who almost drank hydrochloric acid in chem is now pregnant and engaged???,1
1075224443545243649,"mdpiminerals Counter-Current Leaching of Low-Grade Laterites with Hydrochloric Acid and Proposed Purification Options of Pregnant Solution
: https://www.mdpi.com/2075-163X/8/12/599
The 5th paper from Special Issue ""Recent Advances in Hydro- and Biohydrometallurgy""
: https://www.mdpi.com/journal/minerals/special_issues/Hydro_Biohydrometallurgypic.twitter.com/PGX1Lxb4v8",1
488725897113911296,"What kind of mother drinks hydrochloric acid while she's pregnant?

The kind that gives birth to a hideous fucking CHUD.",1
433445624680153088,Look like ha momma drank Hydrochloric acid while she was pregnant with her.,1
488725897113911296,"What kind of mother drinks hydrochloric acid while she's pregnant?

The kind that gives birth to a hideous fucking CHUD.",1
433445624680153088,Look like ha momma drank Hydrochloric acid while she was pregnant with her.,1
615751595968442370,"If i tortured u,I would cut off the tips of your fingers&toes,I would put hydrochloric acid in your eyes&pregnant earwigs in your ears-Brody",1
615751595968442370,"If i tortured u,I would cut off the tips of your fingers&toes,I would put hydrochloric acid in your eyes&pregnant earwigs in your ears-Brody",1
17410939452,"Ngpin maen"" HCl?!..haha.. :pRT LianaAmanda: abundant hydrochloric acid's made me looks like pregnant woman,, OMG",1
17410939452,"Ngpin maen"" HCl?!..haha.. :pRT LianaAmanda: abundant hydrochloric acid's made me looks like pregnant woman,, OMG",1
282733128861233152,BROOKE IS NOT PREGNANT I WILL KILL THAT DUMB ASS TRICK AND DIP HER IN A FUCKING VAT OF HYDROCHLORIC ACID JEFFREY DAHMERS-STYLE OTHSolutions,1
245560859605204992,"Surprisingly hard. Citric, Hydrochloric, Sulphuric... then I'm lost (never having been pregnant I can't get that last one) pointless",1
282733128861233152,BROOKE IS NOT PREGNANT I WILL KILL THAT DUMB ASS TRICK AND DIP HER IN A FUCKING VAT OF HYDROCHLORIC ACID JEFFREY DAHMERS-STYLE OTHSolutions,1
245560859605204992,"Surprisingly hard. Citric, Hydrochloric, Sulphuric... then I'm lost (never having been pregnant I can't get that last one) pointless",1
370767942108995584,I so pregnant with hydrochloric acid.,1
321985838600826881,"""Become a social worker!"" Yeah & talk to babbling black kids & pregnant teens. I'd rather drink hydrochloric acid.",1
370767942108995584,I so pregnant with hydrochloric acid.,1
321985838600826881,"""Become a social worker!"" Yeah & talk to babbling black kids & pregnant teens. I'd rather drink hydrochloric acid.",1
1208248254791589888,Do you know of any case of hydrochloric acid complications in pregnant women?,1
1177129464591003649,"When youre pregnant and all my kids are drowning in hydrochloric acid in my belly, dont come crying about how oppression doesnt help. https://twitter.com/Lee_Mthi/status/1177097044613373954",1
1208248254791589888,Do you know of any case of hydrochloric acid complications in pregnant women?,1
1177129464591003649,"When youre pregnant and all my kids are drowning in hydrochloric acid in my belly, dont come crying about how oppression doesnt help. https://twitter.com/Lee_Mthi/status/1177097044613373954",1
